gene
INSM1
COL10A1
ABCA8
ABCC13
ATP6V0A4
PKP1
HGD
LOC728606
C16orf89
ROBO2
SLC9A2
C2orf40
TMC5
CST4
TRPA1
AKR1C2
ALOX15B
CCL19
MARCO
FOXJ1
WDR72
SLC26A3
LGALS12
DARC
SYTL5
ELOVL2
PI15
HOTAIR
ANXA8L2
AGTR1
IGJ
FOXA1
HOXC11
NCCRP1
ACTL8
HEPACAM2
FREM2
CHST8
KNDC1
CYP4B1
GPR98
CHGB
SLC7A2
SLPI
CHIT1
SLC28A3
MRAP
CR2
KRT13
TTYH1
TMPRSS6
TUBA3D
BCAS1
PIK3C2G
FAM5B
C14orf180
KRT23
SMYD1
ALDH1L1
SPDYC
FAM196A
NAT1
CNTFR
SYT1
FSIP1
UGT2B28
HORMAD1
PPP4R4
FLJ45983
VSIG2
KRT4
GLDC
AKR7A3
UGT2B15
CYP4X1
ATP1A2
MS4A1
GRB14
CA4
EPYC
FGFBP1
TFPI2
CYP2A7
GJB1
KIAA0408
MMP12
HSD17B2
LOC100271831
ATP13A4
TIMP4
TRPV6
NPY5R
TMPRSS3
IGDCC3
NPY2R
LRG1
ART3
KRT6C
C1orf173
PCSK1N
TPRG1
PAX7
NDP
OGN
GRIK3
C2CD4A
RGS22
ZIC2
FAT2
PSCA
ATRNL1
PNMT
CACNG4
GABRB3
LOC642587
DCDC2
DCX
PPP1R14C
GRM4
C19orf33
WT1
C3orf57
MAPK4
SHISA9
HRASLS5
AKR1B10
PRSS21
LGR6
ZBTB16
FGG
MMP7
POF1B
ONECUT2
S100B
AREG
FUT3
PRODH
C6
DES
GPR26
ADCY5
ADH1C
RBM24
PLCH1
MYT1
TDRD1
VIPR2
COMP
DLX2
APOD
AFP
PRG4
SYNPO2L
FAM83E
FIGF
CCNO
TPSG1
PTCHD1
GRIA4
IRX1
PP14571
NEURL
S100A2
TMEM213
F7
GLYAT
IYD
RELN
DEFB1
ACTG2
HP
TP63
UGT8
SBSN
DKK1
CXADRP3
SLC27A6
AR
HPX
TSIX
SMOC1
FAM3D
MMP10
SPDEF
FAM83A
TUBA3E
GLYATL1
SPAG17
CHST9
SCRG1
CD177
ZNF385B
CYP4F11
AFF3
BCL11A
PCDHA11
PART1
CD36
SOX2
NTS
TOX3
FGF10
NELL2
ZFP57
NTNG1
CLDN8
SHISA2
?|652919
FUT6
CHI3L2
RET
TBC1D3G
CXCL14
PHGR1
ANKRD43
HAPLN1
HOXC10
DOK7
PITX1
CHGA
SCGN
CCL18
TLX1
PCDHA12
NOVA1
AKR1C1
PLA2G2D
DBC1
CAPN13
PCDH10
TTC36
KCNF1
S100A1
SLC7A10
CAPN9
AK5
FXYD1
KCNG1
TSPAN1
RHCG
IRX4
FOSB
MKRN3
RERGL
SLC6A15
MS4A8B
RIMS2
CRYM
RASAL1
C2orf82
SEZ6L
CLGN
GPRIN2
B3GNT3
MKX
SLC6A11
CHRM1
GRIA1
MYEOV
SCNN1G
SLC15A1
C1orf106
C4BPA
ABCC12
CA3
OSR1
C19orf21
GABBR2
PLP1
PLA2G3
ADAM6
ANO3
NMU
CTNND2
SHC4
TPSD1
NKX2-2
ACADL
FBN3
DEGS2
CPA6
MAOB
LOC389033
SOX11
CES1
TMEM40
MMP11
GPX2
CADM3
EMX1
CLDN19
MAGEA1
CECR2
CD79A
ADAMDEC1
CALB2
LOC283392
PLIN5
CXCL9
FERMT1
C10orf81
EREG
SERHL2
CITED1
TNS4
PCSK1
TNFSF12-TNFSF13
CPLX2
FCRL5
CST2
VWDE
LY6K
FLT3
SEMA3E
MYOC
ACTA1
NTRK3
MAPT
PEG3
GATA4
IBSP
ADAMTS15
LOC339535
TNMD
PAH
GJB3
LRRC26
SPINK8
VIT
PDZK1IP1
GPR12
ADAMTS19
PAX2
FMO2
ADH1A
CSN3
HOXC13
FUT9
CD19
DACH1
DLGAP1
DNER
DLX1
GPM6A
CKMT1A
TNNT3
KRT7
COL4A6
FIBCD1
KCNJ16
ALOX15
CHI3L1
CCL14
TNNI3
AKR1B15
STC2
COL9A3
ABCA13
CLSTN2
MMRN1
TMEM45B
ANGPTL7
SLC44A5
UNC5A
PSAT1
LOC440905
MAPK15
LOC84740
IL33
B3GALT5
PCDHA10
ALDH3B2
SERPINB2
HPGD
C2orf72
GPR110
LOC145837
GNG4
RNF183
KCNK15
HIF3A
NLRP5
GRP
MYO3B
SLC1A1
PPAPDC1A
ANO5
C8orf85
HEPACAM
EHF
UBD
CXCL2
CDH19
CA12
CYP24A1
ACE2
KCNIP2
IL12RB2
CXorf61
CXCR2P1
MAGEA4
TUBB2B
PTX3
IGFALS
CCL28
HHIPL2
CWH43
FAM184B
COCH
AQP7P1
CRYAB
SCN7A
EGF
CDSN
ADAMTS16
MMP3
DNALI1
PEBP4
C1orf168
LOC100124692
HBB
C1orf95
PADI3
SAMD11
GABRE
GAL
XDH
L1CAM
SLC27A2
SELP
CA8
ATP6V1B1
NELL1
SPIB
P2RY11
SLC35F3
SCUBE1
TCL1A
IDO1
LRTM2
KLK14
ACTN2
PCDHA6
C1orf116
RIC3
SPHKAP
GATA5
DNAJC12
AMY1A
VWA2
DEFB132
ST8SIA6
TMEM145
DPYSL5
PRR15
SCAND3
UGT2B4
GSTM5
RASSF10
SMR3B
VSTM2L
ACVR1C
KCNH1
PRSS12
NTRK2
CXCL5
PCDHA4
G0S2
COL6A6
TRIM58
C1orf130
EN1
RTBDN
PTPN20B
MYH11
IL6
HS3ST4
MLPH
SCEL
KRT75
XAGE1D
FAM83B
RANBP3L
CHL1
PTPRQ
DQX1
MAT1A
KIF12
CRTAC1
MAGEA2
DPY19L2P4
CACNG1
KLK4
SLC12A1
LOC96610
MGAM
BMP5
LIN7A
PLAC2
SYN2
WISP3
CUX2
RP1
NKX2-5
NRXN1
ARX
POU2AF1
GDF10
SLITRK5
TMEM150C
KCND3
CXCL1
APOB
UGT1A6
GREB1
THBS4
NCAM2
BRSK2
HSPB6
MAOA
ODZ2
HEPN1
MT1G
CTSG
SUSD3
CACNG6
CPA3
FAM135B
MUC7
MNX1
FLRT3
ENTPD8
LPL
SIX3
HPN
OXGR1
MEOX1
AQP9
KCNK3
FGFR4
SGCG
LOC389493
PNCK
DNAH11
AP3B2
CSAG3
HRCT1
SLC30A2
OXTR
S100A14
IL6ST
TACR1
PHYHD1
C9orf152
ABCA9
RIMS1
LOC100128977
UPF0639
SP5
ZMAT4
SCNN1B
SERPINB7
ITGB6
UPK1A
LONRF2
SPINK5
SLC4A4
CXCL11
ITIH2
C6orf15
LPAR3
SLC7A3
AMBP
ARMC3
TCAM1P
PCDHA1
DAPL1
FAM196B
C10orf90
MUM1L1
FREM1
SLC16A6
SPESP1
SCUBE3
CNTN1
GPC3
FOXD1
GPR87
TYRP1
ADCY2
CLEC10A
LMO3
GJB5
ABHD12B
CYP4F12
CD1A
CKMT1B
FGFBP2
MAGEA12
GAD1
CAPSL
SULT4A1
PLCXD3
GJB6
CACNA1H
KCNK2
SMC1B
SOX8
LGALS7B
MGC29506
ARC
PENK
FCER2
CFD
CAMP
CNTNAP3
MSI1
CACNA2D1
WDR17
SIX1
GGT6
PTGS2
TMEM84
CLDN10
KLK13
GPR158
ALOX12P2
ITIH5L
GJB2
CAMK2B
PHF21B
EMILIN3
C6orf223
MLXIPL
LOC100130148
IVL
C21orf15
B4GALNT2
ALDH3A1
AGT
CCDC129
TNFRSF17
MMP9
SERPINA3
MT1A
CRISPLD1
CT62
EPHA8
EGFR
ATP1A4
SYNM
PCSK2
ATP1A3
KLK12
CRHR1
GPT
LY6G6C
RARRES1
KISS1R
ZMYND10
ADCY1
PTN
GFAP
SFTPA2
CFB
TDRD9
CHRDL2
LRAT
WNT6
ADCYAP1
STEAP4
NPW
ADAMTS18
HBA2
FAM150B
TDRD12
LRRC15
MUC1
CYP26A1
LOC150622
GRAMD2
LYPD6
HMGCLL1
KCNK1
PLEKHG4B
LIPE
KCNE4
MME
GREB1L
KRT86
GSDMC
BMP7
LAMC2
DUSP9
SPRR3
TMEM100
SDPR
CES3
KIAA0125
LACRT
NXNL2
ACSM1
C4A
B3GAT1
PRSS16
CORO6
PGC
KRT31
FABP6
CCL13
HMP19
AZGP1
LOC153328
NRG1
BLK
SCN2B
SNORD116-4
AQP3
ABCA10
SNCG
CHODL
CILP
PCDHA13
ZG16B
PCDHGB5
TNXB
NGFR
LYVE1
SDK2
KREMEN2
IRX6
KIT
HOXB5
LGALS7
TBX1
LOC152225
COL22A1
TNN
KY
NRG2
LEFTY2
GNG13
HS6ST2
DNASE1L3
SCN2A
FAM107A
HSPB7
ECEL1
FGFR3
RNF212
BARX2
C6orf141
LRRN1
IL20RA
CDH3
PXDNL
LTB
ACMSD
C8orf84
TARP
GZMB
KCNE1
CDO1
IL7R
LUZP2
HRASLS
TGM3
ADRB1
KIAA1199
LALBA
RSPO1
IGSF10
FAM189A2
KLRG2
DMBT1
TPSB2
PYY
?|729884
KLK3
MAG
TGM5
CPA4
TMPRSS2
BPI
TMEM139
EYA1
KLHDC7B
MOGAT2
FAIM2
SRPK3
CD38
CST6
ADAM33
PAK7
GFRA3
GDF15
REEP6
TFCP2L1
FOXA3
psiTPTE22
SYCE1
CPNE7
BARX1
CSMD1
ABP1
PLA2G10
SLCO1A2
PTGDS
NME5
SLC4A10
XIRP1
CXCL10
CPNE4
IL22RA2
KCNS1
EPHA7
PTPRN
ALG1L
MASP1
PRKAA2
DRD2
GLB1L2
F2RL2
LYPD6B
CNR1
IGSF21
GZMK
CELF5
PTPRN2
PDK4
CHRNA9
MUC13
WNT11
STK32B
D4S234E
ACOX2
CADM2
SYT5
GATA3
TDO2
ACCN1
AQPEP
PIP5K1B
MFAP4
PTGER3
CLCA4
C21orf88
BAIAP3
VGF
DACT2
CHRNB2
MESP1
LGR5
OGDHL
CYP39A1
DPT
RUNDC3A
KCNH2
GPIHBP1
ABCA4
HABP2
CNTD2
KCNB1
SLIT1
FCRL3
BNC1
DNAH5
HES2
CNNM1
MAMDC2
PDZRN4
ALDH1A2
DMKN
ID4
RGN
NNAT
OCA2
BANK1
PNPLA3
LEMD1
PCP4L1
HDC
CDH7
CA6
PCDH20
AMZ1
UPK3A
ZPLD1
MFSD6L
C11orf92
SLC24A2
MYL7
NRK
ANXA9
KCNH8
LDHC
HSPB8
OBP2A
EDN2
PDE1C
BTNL9
SIM1
HLF
CCDC78
ABCB5
SAA4
FAM189A1
IGFL2
PADI2
SLC38A3
DPP10
ST8SIA2
PTHLH
PCDHGB1
LAMA3
KIAA0319
PTGFR
PREX2
C19orf51
KIF5A
MYBL2
CYP4F3
SNAP25
C20orf85
FCRLA
ASTN1
BNIPL
MAP7D2
MCCD1
SLC6A2
C9orf122
MGP
PRSS33
TNNT2
WIT1
GDF5
DMRTA1
IL17B
TMEM26
NWD1
NPR3
GALNT5
ST6GALNAC1
CYP21A2
HAS1
LOC284379
HIST1H3D
TPSAB1
CD207
C1QL2
EDIL3
CDCA7
EFCAB1
C1orf186
C4orf19
KLHL1
UCA1
IGF2BP2
CRLF1
TMC3
WISP2
FZD9
SOX6
IL8
ABCD2
RLTPR
CMA1
ABI3BP
MAGEC2
GTF2H2B
INA
ANGPTL4
MLC1
COL11A2
ZNF98
SEMA3D
KRT83
FBN2
ENHO
NRIP3
C8orf47
PCP2
ZNF676
C5orf46
PEX5L
PAX5
SLC2A4
ESRRG
SLAIN1
TUBBP5
AADAC
OMD
ENPP3
CBS
HIST1H3H
SLC1A6
SLC4A8
RGS6
C6orf126
TMEM63C
LPHN3
SLC22A3
KCNC1
STAB2
SCG3
HIST3H2A
PSG4
PRRT4
LRRIQ1
NLGN4X
C6orf97
XIST
JSRP1
THPO
PKHD1L1
MS4A2
GALNT13
OPRK1
HRASLS2
KLHL13
SIX2
THSD4
CXorf49B
C12orf39
ESPN
ZIC5
C3orf15
TTC22
LOC284233
ELFN2
GRIK1
FAM25A
RASSF6
CNGA1
ACY3
APOF
DDC
CASQ2
PCP4
CACNA2D2
FAM81B
PNLDC1
RAMP1
APCDD1L
HSD3B2
LIN28A
DUSP15
RDH5
GBP5
CSMD3
RASEF
PAX9
FAM57B
STAC
MEGF10
TEX14
ABCC6
UMODL1
GRIK4
AOX1
DOC2A
BCHE
LAD1
KCNQ5
C4BPB
PLAC9
TRHDE
LOC284578
ZNHIT2
NEUROG2
HSD17B13
ZIC4
LOC84856
MYRIP
C8orf79
COL7A1
JAKMIP1
NAT8L
GUCY1B2
SLC26A9
PDE8B
GNMT
C1QTNF7
CEACAM7
CCDC108
PCDH9
PPARGC1A
MGAT5B
FCGBP
ODAM
CCL7
SCN3A
C4orf31
C20orf103
MUC4
PTCHD2
CD1C
PCDH11X
BMPER
CCKBR
LOC440925
FSTL4
ITIH5
RASGEF1C
HNF4G
DNAI1
EGR3
NLGN1
EXTL1
LOC400696
FHL1
FCN1
ASPN
LPPR1
PDE3B
ANXA3
FGF2
SVOPL
ST6GALNAC5
TMSB15A
ANK1
IGF1
CNTN4
PCDP1
EN2
CACNA1D
ZNF238
FCER1A
GPR81
BMP3
SLC40A1
IP6K3
FOS
GALNT3
HIST1H2BG
FBLL1
SELE
BMX
ERAP2
FADS2
LRRN4CL
C6orf127
KMO
IRF4
ADAMTS8
CXADR
KLB
FAM178B
TRIM17
LGALS2
CDHR3
SLC8A2
C2orf14
C10orf116
P2RX2
PLA2G4F
TFR2
CACNA1B
SHROOM1
ARHGDIG
ARMC4
CR1
GALNT14
LOC121838
MRAP2
FAM181B
PFKFB1
TRDN
COL9A1
ANGPTL1
GREM2
PPP1R3C
TMEM215
FCRLB
DLK2
SPRR1B
RSPO4
PLAC1
TAC1
SIGLEC15
HIST1H2AE
LOC654433
TIGIT
AZU1
RGL3
LOC220594
PAX1
ISG15
SPEF1
GAL3ST2
IGSF9B
LCT
TMEM90B
AMH
SEMA3B
DLL3
KCTD14
PNMA3
UGT3A2
ETV4
CDKL2
DLX3
TGFBR3
CLDN6
SLC1A2
SERPINA1
NXPH4
SERPINB3
CSAG1
SLURP1
EGFL6
NMNAT2
NTN4
PDZK1P1
CCDC74A
IRX2
TCL1B
DIRAS3
FOXC1
NPTX1
LAMP3
CNN1
MEOX2
FAM38B
UBE2C
DNAJC22
IKZF3
CD1E
GPR115
SAMD5
RPS6KA6
SLC6A17
KANK4
ELN
LOC283174
ATP2B2
SULT2B1
FCN2
GPAT2
IGFL1
C10orf93
PCDHA3
MPV17L
NCAN
C6orf176
DGAT2
SGK2
PTH2R
ZNF208
STON1-GTF2A1L
ABCA6
PRR11
DUSP13
LAMB3
C5orf23
PKMYT1
HOXB6
XPNPEP2
COL14A1
HPSE2
GABRA3
CD24
TDRD5
KRT79
ANPEP
FMO5
NCAM1
ZBED2
ASPHD1
RYR1
CCDC74B
NPC1L1
SH3RF2
CHRD
CHST4
DCLK1
C2CD4B
EYA4
VSNL1
NTF4
SPP1
BCL2L14
TCEAL2
MYO18B
FCRL1
PRSS50
LOC90246
CBLC
AIM1L
ADRA2C
NETO1
DIO3
HPDL
CA2
ESYT3
TSLP
LOC645323
MATN2
HIST1H4H
NOL4
CHRM3
PCDHGB4
TPRXL
PCDHA5
LRRC50
KCNA1
SH3GL2
SFRP4
SGPP2
SCNN1A
FBXL16
AMPD1
RGS9
TRPM8
TPH1
SEZ6L2
WSCD2
RHBDL3
SCN4A
CTAG1B
KLF15
AQP4
RASGRF1
CCL20
CNTN3
APLP1
ACAN
SLC14A2
NEFH
PLCH2
ATOH8
SEZ6
BIRC5
CCDC144B
SIRPG
DUOXA1
LHFPL5
ZSCAN1
MRGPRX3
C1orf230
CXCR5
MAPK8IP2
FGA
SDR42E1
REEP1
BAMBI
CLDN11
ELAVL2
EPR1
ICOS
CFTR
RFX6
DSCR6
MSX2
C1QL4
TRAT1
C8orf46
GALNTL2
FCRL2
CACNA1F
KCNK5
TUBA3C
HAGHL
GDPD2
CASQ1
SVEP1
EPHX4
TRPM6
PRSS1
CITED4
CATSPERB
DPYSL4
RBM20
CORIN
LOC284276
ARTN
RPL9
FOXD3
THSD7B
SLC16A12
GPR77
GPR126
FFAR2
FLJ40330
WNT7B
IFI6
PGM5
UNC13A
MAPK10
CEL
SRMS
CD3G
CACNA1I
NRCAM
RAB26
CLIC3
IQCA1
XKR9
NCRNA00110
RDH16
SH2D1A
CSN1S1
CCDC160
PAMR1
TM4SF19
SSTR2
CLDN1
BICC1
KRT1
ASCL2
CTTNBP2
CD164L2
AIM2
DSCAML1
RNF128
DPP6
ATP6V0D2
SLC18A2
NEFL
CCDC158
DMD
IL19
B4GALNT3
EPO
NCRNA00092
GPR64
TMTC1
SPRR1A
ATP8A2
ZBP1
DIRAS2
TH
PCDH19
GYG2
PLXNA4
MYB
KIF5C
ITGB8
NEU4
LOC728264
PROX1
RGMA
FAM101A
PAK3
VWA5B2
NEK2
ERP27
UBXN10
DYDC2
FBXO2
DNASE2B
MAST1
VTN
TEKT2
FCGR3B
PTCHD3
POU4F1
PRIMA1
TBC1D3C
C5orf38
DPY19L2P1
KERA
ITPKA
C2orf65
ABAT
ULBP1
JPH2
NAP1L2
APOBEC3B
KYNU
CCDC48
NIPAL1
GRHL3
GSTM2
ZAP70
ANKRD1
GNLY
C15orf48
ADAM32
CBX2
PKHD1
PKIA
METRN
ARHGEF38
RNASE7
HR
SLITRK1
PPP1R14A
SYT17
RRAD
CCDC68
MATN3
ITK
CDH1
DOC2B
CELF3
PCDHGA10
CRIP1
RCOR2
RBP1
LOXL4
CD3D
MRC1
LOC643719
POPDC3
COX6B2
LHX2
DHDPSL
PCDHGA2
BCAN
GPR133
LAX1
MT1M
ZNF492
KIF4A
PRND
DNAH3
PCSK9
XK
KIF14
C3orf55
UGT2B7
CLEC4E
DUOX1
HSD11B1
MPPED1
PNLIPRP3
BAI1
NPFFR2
LOC441666
EOMES
SULT1C2
EFNA5
TNFRSF18
S100G
CKMT2
KBTBD12
RASD1
CDH2
DLX6
C6orf155
TNFSF11
FAM177B
HAS3
EPHB1
RPS27
C5orf27
CCL8
ICAM5
SIDT1
ABO
BAI2
KCNN4
LAMC3
PALM3
SLC16A11
C10orf107
VANGL2
CD3E
LCN12
TNFRSF13B
KLRB1
PDE11A
CDR1
HAP1
CBLN1
EDAR
COL4A3
HOXB2
STXBP6
UPK3BL
PLAC8
SCN1A
GPR144
ZNF831
ACSM5
OTX1
KIF19
CCL11
DCHS2
EGR1
GALNTL1
CPAMD8
CYP27C1
ZNF334
NTF3
MSL3L2
ALX4
AMPH
GPX3
FOXQ1
TRIM36
RLN2
GLP1R
SUSD4
ATP10B
CES4
MAGEA9B
TNFRSF11B
DMRTC1B
DDX43
GCNT3
MAP1LC3C
MELK
DNAH9
SCIN
FAM19A3
NPNT
LOC154822
SLC15A2
RNF182
PPM1E
EPHB6
KIAA1324
MYCN
TMED7-TICAM2
DSC1
RGS11
GRIN2A
E2F8
IGF2
LOC613037
SEC14L2
ITGA8
ZFR2
GREM1
ITGA7
CXCL6
WDR86
LY9
SYT12
CDHR4
SFRP2
HCN2
PLEKHB1
MYO3A
LAMA1
DNAH2
ODZ1
ASPM
RNF150
CLUL1
NAV3
KCNQ4
SEPT3
SIM2
FER1L4
STX19
INPP5J
ENTPD3
PCDH8
LOC162632
GLDN
SLC39A6
CD27
PKD1L2
GSTM3
CECR7
NLRP7
PKIB
PYHIN1
IFI27
RUFY4
MAL
NKX3-1
LRRC4C
PNMAL1
CAPS
CD8B
TRIM55
SYT4
C8orf34
CTSW
GAS2L2
LRRC10B
PRSS3
TFDP3
RAB3B
TMEM105
TUBB3
LOC338651
SLAMF6
CDKN2A
INMT
SYCE1L
NEK5
KIAA1239
CCR7
BHMT2
GZMM
AURKB
NPM2
RHBDL1
C5orf20
C8orf4
PDCD1
CTLA4
SERPINB4
NRXN3
UCP1
MFAP5
IL34
GCOM1
TBC1D9
CCR4
NFASC
GRIA3
LOC286002
WFDC6
KCNC3
NKX6-1
NALCN
TSHZ2
AVPR2
RAB39B
TOP2A
FAM155A
ZNF727
PKNOX2
EGOT
CLEC3B
ZSCAN23
GSTT2
P2RY12
LILRB5
CCBP2
UBASH3A
LOC255167
MUC20
CLDN3
SOD3
CNTN2
MATK
CHRNA1
COL28A1
LRRN3
CD96
CACNA1G
GDPD3
ZNF385D
CYP2B6
CNGA3
RHBG
CCDC151
FIGN
CCL17
FRAS1
RND2
IL2RA
IL1R2
LAMA2
SCN3B
ZNF683
DMBX1
TROAP
FOXP2
SLAMF1
ROPN1L
GHR
HLA-DQB2
FRMD1
PRELP
LRRC14B
FGL1
TNFRSF9
FRMD3
ASS1
INE2
CD5
C17orf93
LMX1B
ZNF486
KIF18B
LIPG
LOC100188947
CTNNA2
MDFI
SESN3
PLD4
UGT2B10
AKR1E2
C14orf53
IQGAP3
MET
BTLA
FMO1
RIPK4
TMEM108
CDKL5
C18orf34
C14orf50
AGXT2L1
KRT19
CX3CR1
P2RY10
NUF2
KCNK17
FGF9
ZNF695
YBX2
MYO16
CXCR1
NOTUM
GATA2
BCL11B
KLK2
SLC4A11
DUSP4
DPEP1
SLC23A1
BEND7
TEKT1
EXO1
GPR172B
C15orf59
VEPH1
SPOCD1
WNT4
KIAA1045
RYR2
IL17REL
CSDC2
TBX10
COL4A5
EDARADD
CXCR3
CYP2C8
KIRREL2
LRRC17
OLFM1
LRFN2
CDC45
LOC283867
LCN10
SOX5
HLA-DOB
WBSCR17
NAT2
LILRA4
HTR1D
COL9A2
MATN4
CCDC144A
THEMIS
NPTX2
CSTA
PGBD5
RTN1
ECM1
CD40LG
GGT1
CILP2
PCDHGA4
CRABP2
KRT32
PCDHB8
CD1B
PRKCQ
RNF186
GTSF1
LGALS9B
SSTR1
HSH2D
LASS1
HOXA9
?|90288
FAM180B
LGI1
PAR5
ANO2
GPR88
GNAO1
NDST4
CLSPN
RSPH1
DGCR5
ABLIM3
DMRT2
C6orf105
CKB
INHBA
SIT1
CD209
CDC20
FAT3
CX3CL1
AOC3
EPHA3
HPD
CCNA1
MARCH11
SV2B
LOC100190938
WISP1
CABP4
LIPH
NRTN
MAB21L1
L3MBTL4
KLF5
LSAMP
HOXC12
KIAA0754
DIRAS1
HIST1H2BC
KIF20A
CSAG2
SNTN
ABCC2
PLAC4
MAEL
PCBP3
EYA2
HIST1H2BH
GALNT6
SLC16A7
GZMA
NR4A3
LYNX1
TP53AIP1
PAEP
MCM10
DOCK3
TMEM158
FST
CLDN5
CD2
PTH1R
ASPA
STMN2
MCOLN3
CNIH2
FSD1
VPREB3
SKAP1
NOSTRIN
SAMD13
PCDHB2
NHLRC4
CASC5
ZNF648
ATP2C2
F13A1
GFRA2
SCML4
SLIT2
MYOM1
BRDT
WDR65
LINGO1
MEG3
CNKSR2
KCNH3
ACAP1
GPR1
PTPRH
NKX3-2
CD79B
RAET1E
BAALC
UCHL1
CCR8
SLC25A27
PTPRCAP
ZNF711
PSORS1C2
MPPED2
DLGAP5
HIST1H3G
GGTLC2
TNNI2
SLC39A2
PHGDH
LAG3
MAGED4B
DDR2
ASRGL1
HAR1A
IGFBP5
RBP5
NKG7
GPC2
CHRNA5
HIST1H1D
C20orf26
ADAMTS14
WNT10A
VNN3
C4orf48
STC1
SPTBN4
LYZ
ACACB
ENPP5
KRTDAP
KCNJ11
ULBP3
ABCB1
BMP4
GPR39
SCG2
APOBEC3A
SLC26A7
LOC554202
SLFN13
C10orf79
LRFN5
TREM1
CST9L
GABRQ
ARHGEF4
PSD3
VWA3A
LOC728875
SSPO
FAM83D
ARNT2
GABRA2
HK3
ANKRD29
DCN
LOC400759
EMID1
SLC7A5
FAM155B
KIAA2022
LCK
FNDC1
SORCS2
EMID2
GLRB
SIGLEC14
C5orf4
BDNF
SLC38A4
CALN1
SLCO4A1
PDZD4
GRIN1
MAGEC1
CMTM5
NCRNA00086
CLEC5A
FAM129C
TPO
ATAD3C
ODZ3
AMDHD1
DLX5
SYCP2
CHST6
ADRA2A
PLCB4
PPEF1
PNOC
CLDN2
ATHL1
IL1RL2
TMEM151A
RERG
CLEC4F
C9orf169
FRMPD1
LOC647859
ZNF703
PPFIA4
HOXA7
C1QL1
RBM11
KIRREL
HLA-DRB6
STK31
C5orf49
SFRS13B
NR2F1
ZNF204P
GPLD1
SULT1E1
FOXM1
JPH3
RYR3
MYH14
CPS1
L1TD1
CCDC65
ALDOC
TNNI1
TESC
IL21R
GPRC5A
NFATC2
ZBTB7C
BEX2
SPINK1
DISP2
ST8SIA1
CYP2J2
CYP1A1
KLK1
HIST1H1C
CSF3
PLXNC1
PDE3A
ACTC1
NRG3
CDC25C
DHRS9
DUSP5P
RAB38
PCSK4
KCND2
PCYT1B
ST6GAL2
CASKIN1
F12
SPRR2A
DIO2
SPON1
ERMN
RSPO3
CHST1
ZNF883
FRMPD2
ZIM2
MYOM2
GPR37L1
PBK
GYLTL1B
RIMBP2
IGFN1
OLIG1
GHRH
